ham	just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
ham	ok... i din get ur msg...
spam	free msg. sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. please top up to receive the service.
ham	:-( that's not v romantic!
ham	probably gonna swing by in a wee bit
spam	congrats! 2 mobile 3g videophones r yours. call 09063458130 now! videochat wid your mates, play java games, dload polyph music, noline rentl.
ham	i'd say that's a good sign but, well, you know my track record at reading women
ham	s:-)if we have one good partnership going we will take lead:)
ham	are you driving or training?
ham	msg me when rajini comes.
ham	and whenever you and i see we can still hook up too.
spam	for your chance to win a free bluetooth headset then simply reply back with adp
ham	hey i will be late ah... meet you at 945+
ham	hurt me... tease me... make me cry... but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u.. have a nice day bslvyl
ham	any way where are you and what doing.
spam	spook up your mob with a halloween collection of a logo & pic message plus a free eerie tone, txt card spook to 8007 zed 08701417012150p per logo/pic
ham	s.i think he is waste for rr..
ham	10 min later k...
ham	am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham	don't forget who owns you and who's private property you are ... and be my good boy always .. *passionate kiss*
ham	mark works tomorrow. he gets out at 5. his work is by your house so he can meet u afterwards.
spam	this is the 2nd time we have tried 2 contact u. u have won the 750 pound prize. 2 claim is easy, call 08718726970 now! only 10p per min. bt-national-rate
ham	but i'm on a diet. and i ate 1 too many slices of pizza yesterday. ugh i'm always on a diet.
ham	cramps stopped. going back to sleep
ham	he says hi and to get your ass back to south tampa (preferably at a kegger)
ham	i can. but it will tell quite long, cos i haven't finish my film yet...
ham	no screaming means shouting..
ham	tell them no need to investigate about me anywhere.
ham	really good:)dhanush rocks once again:)
ham	yes.he have good crickiting mind
ham	you call him now ok i said call him
spam	hottest pics straight to your phone!! see me getting wet and wanting, just for you xx text pics to 89555 now! txt costs 150p textoperator g696ga 18 xxx
ham	erm... woodland avenue somewhere. do you get the parish magazine, his telephone number will be in there.
ham	check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham	i had been hoping i would not have to send you this message. my rent is due and i dont have enough for it. my reserves are completely gone. its a loan i need and was hoping you could her. the balance is  &lt;#&gt; . is there a way i could get that from you, till mid march when i hope to pay back.
spam	congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift guaranteed call 09061104276 to claim ts&cs www.smsco.net cost£3.75max
ham	should i send you naughty pix? :)
ham	i love ya too but try and budget your money better babe. gary would freak on me if he knew
spam	please call 08712402902 immediately as there is an urgent message waiting for you.
ham	so dont use hook up any how
ham	please protect yourself from e-threats. sib never asks for sensitive information like passwords,atm/sms pin thru email. never share your password with anybody.
ham	but i dint slept in afternoon.
ham	goodmorning sleeping ga.
ham	some friends want me to drive em someplace, probably take a while
ham	i.ll get there tomorrow and send it to you
ham	hey check it da. i have listed da.
ham	i miss you so much i'm so desparate i have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. i love you
ham	sorry, i'll call you  later. i am in meeting sir.
spam	ur balance is now £600. next question: complete the landmark, big, a. bob, b. barry or c. ben ?. text a, b or c to 83738. good luck!
spam	congratulations you've won. you're a winner in our august £1000 prize draw. call 09066660100 now. prize code 2309.
ham	oic... i saw him too but i tot he din c me... i found a group liao...
ham	ok both our days. so what are you making for dinner tonite? am i invited?
ham	is there any movie theatre i can go to and watch unlimited movies and just pay once?
ham	how much you got for cleaning
ham	yeah, i'll leave in a couple minutes &amp; let you know when i get to mu
ham	yes princess! i want to catch you with my big strong hands...
spam	sms. ac sun0819 posts hello:you seem cool, wanted to say hi. hi!!! stop? send stop to 62468
ham	now, whats your house # again ? and do you have any beer there ?
ham	why do you ask princess?
ham	i got to video tape pple type in message lor. u so free wan 2 help me? hee... cos i noe u wan 2 watch infernal affairs so ask u along. asking shuhui oso.
ham	the xmas story is peace.. the xmas msg is love.. the xmas miracle is jesus.. hav a blessed month ahead &amp; wish u merry xmas...
ham	hi its in durban are you still on this number
ham	take us out shopping and mark will distract isaiah.=d
spam	you are a winner u have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham	have you been practising your curtsey?
ham	shall i start from hear.
ham	ok. so april. cant wait
ham	ok i vl..do u know i got adsense approved..
spam	talk sexy!! make new friends or fall in love in the worlds most discreet text dating service. just text vip to 83110 and see who you could meet.
ham	k i'm leaving soon, be there a little after 9
ham	i'll text you when i drop x off
ham	i'm done oredi...
ham	only 2% students solved this cat question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? tell me the answer if u r brilliant...1thing.i got d answr.
ham	dis is yijue. i jus saw ur mail. in case huiming havent sent u my num. dis is my num.
ham	&lt;#&gt; ish minutes was 5 minutes ago. wtf.
ham	hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
ham	good afternoon, my boytoy ... how are you feeling today ? better i hope? are you being my good boy? are you my obedient, slave? do you please your queen?
ham	was the farm open?
spam	rgent! this is the 2nd attempt to contact u!u have won £1250 call 09071512433 b4 050703 t&csbcm4235wc1n3xx. callcost 150ppm mobilesvary. max£7. 50
ham	so i could kiss and feel you next to me...
ham	the gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard
ham	if he started searching he will get job in few days.he have great potential and talent.
ham	just taste fish curry :-p
ham	did he just say somebody is named tampa
ham	when should i come over?
ham	yup i've finished c ü there...
ham	yes there were many sweets
ham	just do what ever is easier for you
ham	and i don't plan on staying the night but i prolly won't be back til late
ham	yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!
ham	well i might not come then...
ham	that's the trouble with classes that go well - you're due a dodgey one … expecting mine tomo! see you for recovery, same time, same place
ham	got it! it looks scrumptious... daddy wants to eat you all night long!
ham	wait.i will come out.. &lt;#&gt;  min:)
ham	enjoy ur life. . good night
ham	my slave! i want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! bright light!
ham	crazy ar he's married. ü like gd looking guys not me. my frens like say he's korean leona's fave but i dun thk he is. aft some thinking mayb most prob i'll go.
ham	ü no home work to do meh...
ham	oh wow thats gay. will firmware update help
ham	you could have seen me..i did't recognise you face.:)
ham	k:)all the best:)congrats...
ham	dear good morning now only i am up
ham	how's ur paper?
ham	is xy in ur car when u picking me up?
ham	yeah sure i'll leave in a min
ham	i know dat feelin had it with pete! wuld get with em , nuther place nuther time mayb?
ham	beautiful truth against gravity.. read carefully: our heart feels light when someone is in it.. but it feels very heavy when someone leaves it.. good night
spam	xmas prize draws! we are trying to contact u. todays draw shows that you have won a £2000 prize guaranteed. call 09058094565 from land line. valid 12hrs only
ham	*deep sigh* ... i miss you :-( ... i am really surprised you haven't gone to the net cafe yet to get to me ... don't you miss me?
spam	ur going 2 bahamas! callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise of£2000 cash 18+only. to opt out txt x to 07786200117
spam	freemsg: 1-month unlimited free calls! activate smartcall txt: call to no: 68866. subscriptn3gbp/wk unlimited calls help: 08448714184 stop?txt stop landlineonly
ham	k..k:)how much does it cost?
ham	good morning my dear........... have a great &amp; successful day.
ham	send me the new number
ham	we still on for tonight?
ham	ok...
ham	ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham	no, i decided that only people who care about stuff vote and caring about stuff is for losers
ham	i am literally in bed and have been up for like  &lt;#&gt;  hours
ham	you are gorgeous! keep those pix cumming :) thank you!
spam	urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050001808 from land line. claim m95. valid12hrs only
ham	thnx dude. u guys out 2nite?
ham	lol ... i knew that .... i saw him in the dollar store
ham	i meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
spam	u've been selected to stay in 1 of 250 top british hotels - for nothing! holiday valued at £350! dial 08712300220 to claim - national rate call. bx526, sw73ss
ham	thanks for loving me so. you rock
ham	do you know why god created gap between your fingers..? so that, one who is made for you comes &amp; fills those gaps by holding your hand with love..!
ham	can you just come in for a sec? there's somebody here i want you to see
ham	so are you guys asking that i get that slippers again or its gone with last year
ham	never blame a day in ur life. good days give u happiness. bad days give u experience. both are essential in life! all are gods blessings! good morning.:
ham	i'm not coming over, do whatever you want
ham	you got called a tool?
ham	that's one of the issues but california is okay. no snow so its manageable
ham	yes when is the appt again?
ham	oh and by the way you do have more food in your fridge! want to go out for a meal tonight?
ham	yeah imma come over cause jay wants to do some drugs
ham	yes..gauti and sehwag out of odi series.
ham	speaking of does he have any cash yet?
ham	not really dude, have no friends i'm afraid :(
ham	say this slowly.? god,i love you &amp; i need you,clean my heart with your blood.send this to ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
ham	alrite sam its nic just checkin that this is ur number-so is it?t.b*
ham	hi dude hw r u da realy mising u today
ham	aight i'll grab something to eat too, text me when you're back at mu
spam	we know someone who you know that fancies you. call 09058097218 to find out who. pobox 6, ls15hb 150p
ham	rofl. its true to its name
ham	pls i wont belive god.not only jesus.
ham	my friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!
ham	should i be stalking u?
ham	dun b sad.. it's over.. dun thk abt it already. concentrate on ur other papers k.
ham	u should have made an appointment
ham	where to get those?
spam	from www.applausestore.com monthlysubscription@50p/msg max6/month t&csc web age16 2stop txt stop
ham	how do you guys go to see movies on your side.
ham	any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. not cool at all. please do not contact me again or i will report you to your supervisor.
ham	saw guys and dolls last night with patrick swayze it was great
ham	&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
ham	u r the most beautiful girl ive ever seen. u r my baby come and c me in the common room
ham	they will pick up and drop in car.so no problem..
ham	i'm also came to room.
ham	well i'm going to be an aunty!
ham	hey, i missed you tm of last night as my phone was on the charge ... *smiles* ... i am meeting a friend shortly
ham	and of course you should make a stink!
spam	want to funk up ur fone with a weekly new tone reply tones2u 2 this text. www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply
spam	win urgent! your mobile number has been awarded with a £2000 prize guaranteed call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm
ham	hey morning what you come to ask:-) pa...
ham	just now saw your message.it k da:)
ham	ok then i will come to ur home after half an hour
ham	if you're not in my car in an hour and a half i'm going apeshit
ham	they just talking thats it de. they wont any other.
ham	better. made up for friday and stuffed myself like a pig yesterday. now i feel bleh. but at least its not writhing pain kind of bleh.
spam	rct' thnq adrian for u text. rgds vatian
ham	dhoni have luck to win some big title.so we will win:)
ham	stop calling everyone saying i might have cancer. my throat hurts to talk. i can't be answering everyones calls. if i get one more call i'm not babysitting on monday
spam	natalie (20/f) is inviting you to be her friend. reply yes-165 or no-165 see her: www.sms.ac/u/natalie2k9 stop? send stop frnd to 62468
ham	yeah if we do have to get a random dude we need to change our info sheets to party  &lt;#&gt; /7 never study just to be safe
ham	it is only yesterday true true.
ham	hi ....my engagement has been fixd on  &lt;#&gt; th of next month. i know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
spam	urgent ur awarded a complimentary trip to eurodisinc trav, aco&entry41 or £1000. to claim txt dis to 87121 18+6*£1.50(morefrmmob. shracomorsglsuplt)10, ls1 3aj
ham	sounds gd... haha... can... wah, u yan jiu so fast liao...
ham	watching cartoon, listening music &amp; at eve had to go temple &amp; church.. what about u?
ham	i'm gonna say no. sorry. i would but as normal am starting to panic about time. sorry again! are you seeing on tuesday?
ham	pls confirm the time to collect the cheque.
ham	i'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? i've cried enough today.
spam	todays voda numbers ending 1225 are selected to receive a £50award. if you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham	gud gud..k, chikku tke care.. sleep well gud nyt
ham	aight, can you text me the address?
ham	you best watch what you say cause i get drunk as a motherfucker
spam	we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text free camcorder reply or call now 08000930705 del thurs
ham	don know..he is watching film in computer..
ham	ma head dey swell oh. thanks for making my day
ham	yeah that'd pretty much be the best case scenario
ham	what u mean u almost done? done wif sleeping? but i tot u going to take a nap.. yup i send her liao so i'm picking her up at ard 4 smth lor..
spam	this message is free. welcome to the new & improved sex & dogging club! to unsubscribe from this service reply stop. msgs@150p 18+only
ham	hey happy birthday...
ham	no message..no responce..what happend?
ham	hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! hope to see you soon love and kisses xxx
ham	how tall are you princess?
ham	come aftr  &lt;decimal&gt; ..now i m cleaning the house
ham	fyi i'm at usf now, swing by the room whenever
ham	oh oh... wasted... den muz chiong on sat n sun liao...
spam	this is the 2nd time we have tried 2 contact u. u have won the 750 pound prize. 2 claim is easy, call 08712101358 now! only 10p per min. bt-national-rate
ham	yes fine
spam	sms services. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae
spam	hi babe its jordan, how r u? im home from abroad and lonely, text me back if u wanna chat xxsp visionsms.com text stop to stopcost 150p 08712400603
spam	want to funk up ur fone with a weekly new tone reply tones2u 2 this text. www.ringtones.co.uk, the original n best. tones 3gbp network operator rates apply
ham	teach me apps da. when you come to college.
ham	ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too.
spam	you have won! as a valued vodafone customer our computer has picked you to win a £150 prize. to collect is easy. just call 09061743386
ham	onum ela pa. normal than.
ham	are you still getting the goods.
ham	i can ask around but there's not a lot in terms of mids up here
ham	princess, i like to make love  &lt;#&gt;  times per night. hope thats not a problem!
ham	sir, you will receive the account no another 1hr time. sorry for the delay.
ham	in e msg jus now. u said thanks for gift.
ham	how was txting and driving
ham	same. wana plan a trip sometme then
ham	nah, wednesday. when should i bring the mini cheetos bag over?
ham	lol alright i was thinkin that too haha
ham	hanging out with my brother and his family
ham	goodo! yes we must speak friday - egg-potato ratio for tortilla needed!
ham	we made it! eta at taunton is 12:30 as planned, hope that‘s still okday?! good to see you! :-xx
ham	gumby's has a special where a  &lt;#&gt;  cheese pizza is $2 so i know what we're doin tonight
spam	guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on 09065394514 from landline datebox1282essexcm61xn 150p/min 18
ham	wif my family booking tour package.
spam	t-mobile customer you may now claim your free camera phone upgrade & a pay & go sim card for your loyalty. call on 0845 021 3680.offer ends 28thfeb.t&c's apply
ham	r u saying i should re order the slippers cos i had to pay for returning it.
ham	whats the staff name who is taking class for us?
ham	i have lost 10 kilos as of today!
ham	hmmm.... mayb can try e shoppin area one, but forgot e name of hotel...
ham	i'm watching lotr w my sis dis aft. so u wan 2 meet me 4 dinner at nite a not?
ham	pity, * was in mood for that. so...any other suggestions?
ham	don't think about what u have got think about how to use it that you have got good ni8
ham	s...i will take mokka players only:)
ham	hey! congrats 2u2. id luv 2 but ive had 2 go home!
ham	dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)
ham	ta-daaaaa! i am home babe, are you still up ?
ham	so why didnt you holla?
ham	babe !!!! i love you !!!! *covers your face in kisses*
ham	s:)8 min to go for lunch:)
ham	just normal only here :)
spam	well done england! get the official poly ringtone or colour flag on yer mobile! text tone or flag to 84199 now! opt-out txt eng stop. box39822 w111wx £1.50
ham	you were supposed to wake me up &gt;:(
ham	oh ho. is this the first time u use these type of words
ham	yup i thk cine is better cos no need 2 go down 2 plaza mah.
ham	and by when you're done i mean now
ham	so wats ur opinion abt him and how abt is character?
spam	u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09065171142-stopsms-08718727870150ppm
spam	eerie nokia tones 4u, rply tone title to 8007 eg tone dracula to 8007 titles: ghost, addamsfa, munsters, exorcist, twilight www.getzed.co.uk pobox36504w45wq 150p
ham	yeah i think my usual guy's still passed out from last night, if you get ahold of anybody let me know and i'll throw down
ham	jos ask if u wana meet up?
spam	thanks for your ringtone order, reference number x49.your mobile will be charged 4.50. should your tone not arrive please call customer services 09065989182
ham	ok i found dis pierre cardin one which looks normal costs 20 its on sale.
ham	yes:)here tv is always available in work place..
ham	we not leaving yet. ok lor then we go elsewhere n eat. u thk...
ham	hello beautiful r u ok? i've kinda ad a row wiv and he walked out the pub?? i wanted a night wiv u miss u
ham	call to the number which is available in appointment. and ask to connect the call to waheed fathima.
ham	sorry light turned green, i meant another friend wanted  &lt;#&gt;  worth but he may not be around
ham	yup i thk they r e teacher said that will make my face look longer. darren ask me not 2 cut too short.
ham	free any day but i finish at 6 on mon n thurs...
ham	aiyah u did ok already lar. e nydc at wheellock?
ham	today i'm not workin but not free oso... gee... thgt u workin at ur fren's shop ?
ham	i'm on the bus. love you
spam	private! your 2004 account statement for 07742676969 shows 786 unredeemed bonus points. to claim call 08719180248 identifier code: 45239 expires
ham	ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online, you arrange shipping and you get a cut. or u????? for a partnership where u????? invest money for shipping and he takes care of the rest!u??wud b self reliant soon dnt worry
ham	what is your record for one night? :)
ham	, ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || very easy
spam	complimentary 4 star ibiza holiday or £10,000 cash needs your urgent collection. 09066364349 now from landline not to lose out! box434sk38wp150ppm18+
spam	latest nokia mobile or ipod mp3 player +£400 proze guaranteed! reply with: win to 83355 now! norcorp ltd.£1,50/mtmsgrcvd18+
ham	thank you. do you generally date the brothas?
ham	oh is it! which brand?
ham	i'm wif him now buying tix lar...
spam	your free ringtone is waiting to be collected. simply text the password mix to 85069 to verify. get usher and britney. fml, po box 5249, mk17 92h. 450ppw 16
ham	like a personal sized or what
ham	pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
ham	yun ah.now ü wkg where?btw if ü go nus sc. ü wana specialise in wad?
ham	night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng
ham	thanks a lot for your wishes on my birthday. thanks you for making my birthday truly memorable.
ham	tonight? yeah, i'd be down for that
ham	would me smoking you out help us work through this difficult time
ham	hey pple...$700 or $900 for 5 nights...excellent location wif breakfast hamper!!!
ham	oops sorry. just to check that you don't mind picking me up tomo at half eight from station. would that be ok?
ham	* am on my way
ham	no de. but call me after some time. ill tell you k
ham	the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. i'm nervous because of course now he may have my address. should i call his boss and tell him, knowing this may get him fired?
ham	sorry, i'll call later
ham	hey tmr meet at bugis 930 ?
spam	shop till u drop, is it you, either 10k, 5k, £500 cash or £100 travel voucher, call now, 09064011000. ntt po box cr01327bt fixedline cost 150ppm mobile vary
ham	k do i need a login or anything
ham	painful words- i thought being happy was the most toughest thing on earth... but, the toughest is acting happy with all unspoken pain inside..
ham	i hope your pee burns tonite.
ham	i'm reaching home in 5 min.
ham	ok then i will come to ur home after half an hour
ham	awesome, lemme know whenever you're around
ham	don no da:)whats you plan?
ham	miserable. they don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. i didn't sleep at all last night.
ham	hey no i ad a crap nite was borin without ya 2 boggy with me u boring biatch! thanx but u wait til nxt time il ave ya
ham	i think i‘m waiting for the same bus! inform me when you get there, if you ever get there.
spam	upgrdcentre orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9153. offer ends 26th july. t&c's apply. opt-out available
ham	lol! oops sorry! have fun.
spam	in the simpsons movie released in july 2007 name the band that died at the start of the film? a-green day, b-blue day, c-red day. (send a, b or c)
ham	we are hoping to get away by 7, from langport. you still up for town tonight?
ham	dunno lei he neva say...
ham	wat time liao, where still got.
ham	great. have a safe trip. dont panic surrender all.
ham	i am in escape theatre now. . going to watch kavalan in a few minutes
ham	alright took the morphine. back in yo.
ham	my phone
ham	still in customer place
ham	ugh my leg hurts. musta overdid it on mon.
spam	new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy.com. txt one name to 89693. 08715500022 rpl stop 2 cnl
ham	i think asking for a gym is the excuse for lazy people. i jog.
ham	mum not going robinson already.
ham	aight, you close by or still down around alex's place?
spam	romcapspam everyone around should be responding well to your presence since you are so warm and outgoing. you are bringing in a real breath of sunshine.
ham	in da car park
ham	you busy or can i come by at some point and figure out what we're doing tomorrow
ham	no, but you told me you were going, before you got drunk!
ham	thanx...
ham	then we gotta do it after that
ham	today iz yellow rose day. if u love my frndship give me 1 misscall &amp; send this to ur frndz &amp; see how many miss calls u get. if u get 6missed u marry ur lover.
ham	i am on the way to ur home
ham	what happen dear. why you silent. i am tensed
ham	wat would u like 4 ur birthday?
ham	not enufcredeit tocall.shall ileave uni at 6 +get a bus to yor house?
